t,star_mass,26al_mass_loss_rate,60fe_mass_loss_rate,star_mass_loss_rate,26al_total_mass_loss,60fe_total_mass_loss,star_total_mass_loss
0.0,4.93515392202,3.44564226426e-14,7.87497214801e-14,7.20291760629e-09,3.1020261394e-07,7.08964180743e-07,0.0648460779763
0.00130845379198,4.93514447085,3.45532522307e-14,7.89710242883e-14,7.22315927654e-09,3.10247825274e-07,7.09067510679e-07,0.0648555291464
0.00261690758394,4.93513499307,3.4650542411e-14,7.91933797743e-14,7.24349723095e-09,3.10293163907e-07,7.09171131557e-07,0.0648650069278
0.00392536137592,4.93512548857,3.47482386497e-14,7.94166633015e-14,7.26392006951e-09,3.10338630372e-07,7.09275044591e-07,0.0648745114316
0.0052338151679,4.93511595723,3.48463431916e-14,7.96408800007e-14,7.28442826154e-09,3.10384225202e-07,7.09379251003e-07,0.0648840427694
0.00654226895986,4.93510639895,3.49448582973e-14,7.98660350383e-14,7.30502227958e-09,3.10429948934e-07,7.09483752019e-07,0.0648936010535
0.00785072275184,4.9350968136,3.50437862428e-14,8.00921336161e-14,7.32570259941e-09,3.10475802109e-07,7.09588548875e-07,0.0649031863968
0.00915917654382,4.93508720109,3.51431293199e-14,8.03191809719e-14,7.34646970011e-09,3.1052178527e-07,7.09693642812e-07,0.064912798913
0.0104676303358,4.93507756128,3.52428898361e-14,8.05471823797e-14,7.36732406408e-09,3.10567898963e-07,7.09799035078e-07,0.0649224387161
0.0117760841278,4.93506789408,3.53430701151e-14,8.077614315e-14,7.38826617705e-09,3.10614143737e-07,7.09904726929e-07,0.064932105921
0.0130845379197,4.93505819936,3.54436724966e-14,8.100606863e-14,7.40929652811e-09,3.10660520145e-07,7.10010719627e-07,0.0649418006431
0.0143929917117,4.935048477,3.55446993363e-14,8.12369642043e-14,7.43041560975e-09,3.10707028741e-07,7.10117014441e-07,0.0649515229986
0.0157014455037,4.9350387269,3.56461530067e-14,8.14688352947e-14,7.4516239179e-09,3.10753670085e-07,7.10223612647e-07,0.0649612731041
0.0170098992957,4.93502894892,3.57480358966e-14,8.17016873607e-14,7.4729219519e-09,3.10800444739e-07,7.1033051553e-07,0.0649710510772
0.0183183530876,4.93501914296,3.58503504113e-14,8.19355259e-14,7.49431021461e-09,3.10847353266e-07,7.10437724379e-07,0.0649808570358
0.0196268068796,4.9350093089,3.59530989732e-14,8.21703564485e-14,7.51578921239e-09,3.10894396234e-07,7.10545240494e-07,0.0649906910987
0.0209352606716,4.93499944661,3.60562840213e-14,8.24061845809e-14,7.53735945512e-09,3.10941574216e-07,7.10653065178e-07,0.0650005533853
0.0222437144636,4.93498955598,3.6159908012e-14,8.2643015911e-14,7.55902145627e-09,3.10988887785e-07,7.10761199746e-07,0.0650104440156
0.0235521682555,4.93497963689,3.62639734187e-14,8.28808560917e-14,7.58077573289e-09,3.11036337518e-07,7.10869645516e-07,0.0650203631103
0.0248606220475,4.93496968921,3.63684827321e-14,8.31197108158e-14,7.60262280568e-09,3.11083923997e-07,7.10978403817e-07,0.065030310791
0.0261690758395,4.93495971282,3.64734384605e-14,8.33595858159e-14,7.62456319898e-09,3.11131647806e-07,7.11087475983e-07,0.0650402871796
0.0274775296314,4.9349497076,3.657884313e-14,8.3600486865e-14,7.64659744082e-09,3.11179509532e-07,7.11196863357e-07,0.065050292399
0.0287859834234,4.93493967343,3.66846992843e-14,8.38424197769e-14,7.66872606297e-09,3.11227509766e-07,7.1130656729e-07,0.0650603265727
0.0300944372154,4.93492961018,3.6791009485e-14,8.40853904063e-14,7.69094960092e-09,3.11275649102e-07,7.11416589137e-07,0.0650703898249
0.0314028910074,4.93491951772,3.68977763119e-14,8.43294046493e-14,7.71326859398e-09,3.11323928137e-07,7.11526930267e-07,0.0650804822804
0.0327113447993,4.93490939594,3.70050023632e-14,8.45744684437e-14,7.73568358524e-09,3.11372347473e-07,7.11637592051e-07,0.0650906040649
0.0340197985913,4.9348992447,3.71126902552e-14,8.48205877693e-14,7.75819512167e-09,3.11420907713e-07,7.1174857587e-07,0.0651007553048
0.0353282523833,4.93488906387,3.7220842623e-14,8.50677686485e-14,7.7808037541e-09,3.11469609466e-07,7.11859883115e-07,0.0651109361269
0.0366367061753,4.93487885334,3.73294621204e-14,8.53160171463e-14,7.80351003727e-09,3.11518453342e-07,7.11971515181e-07,0.0651211466592
0.0379451599672,4.93486861297,3.74385514198e-14,8.5565339371e-14,7.82631452989e-09,3.11567439957e-07,7.12083473474e-07,0.0651313870302
