vel,fe/h,isotope,13m,15m,20m,25m,30m,40m,60m,80m,120m
300,0,V49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,V50,5.975e-09,6.8346e-09,9.1559e-09,1.1983e-08,1.4486e-08,2.008e-08,3.3314e-08,4.7946e-08,7.8208e-08
300,0,V51,2.4411e-06,2.8016e-06,3.7854e-06,5.0117e-06,6.079e-06,8.5176e-06,1.4098e-05,2.0215e-05,3.2617e-05
300,0,V52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cr48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cr49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cr50,5.3253e-06,6.0908e-06,8.1577e-06,1.0673e-05,1.2901e-05,1.7877e-05,2.966e-05,4.2687e-05,6.9655e-05
300,0,Cr51,6.3274e-27,7.9863e-20,1.8829000000000001e-25,7.2597e-24,1.5359999999999998e-21,2.9553e-23,9.2832e-22,2.6931999999999997e-22,2.8978e-23
300,0,Cr52,0.00010701,0.00012271,0.00016521,0.00021698,0.00026272,0.00036592,0.000606,0.00087356,0.0014165
300,0,Cr53,1.2352e-05,1.4148e-05,1.9027e-05,2.493e-05,3.0179e-05,4.195e-05,6.9501e-05,0.00010003,0.00016269
300,0,Cr54,3.1785e-06,3.7224e-06,5.2191e-06,6.9233e-06,8.4779e-06,1.2147e-05,1.9871e-05,2.9058e-05,4.5398e-05
300,0,Cr55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Mn50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Mn51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Mn52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Mn53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Mn54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Mn55,8.3806e-05,9.6649e-05,0.00013208,0.00017657,0.00021498,0.00030443,0.00050203,0.00071903,0.0011465
300,0,Mn56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Mn57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Fe52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Fe53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Fe54,0.00056088,0.00064193,0.00086104,0.0011286,0.001365,0.001895,0.0031423,0.0045214,0.0073632
300,0,Fe55,2.1028e-16,2.5789e-14,2.8516e-14,9.8934e-14,2.6567e-13,2.1054e-12,5.9724e-13,3.0937e-13,1.232e-12
300,0,Fe56,0.009142,0.010482,0.014108,0.018526,0.02243,0.031234,0.051738,0.074572,0.12096
300,0,Fe57,0.0002166,0.00025159,0.00034939,0.00046478,0.00056876,0.00081091,0.0013301,0.001919,0.0030306
300,0,Fe58,2.9829e-05,3.704e-05,5.7153e-05,6.9676e-05,8.6835e-05,0.00012654,0.00020056,0.00031405,0.00047078
300,0,Fe59,5.8278000000000005e-31,6.4254999999999995e-22,5.5259e-30,1.3511e-30,2.7584000000000002e-30,2.7314e-30,5.623e-31,6.6795e-31,7.8328e-31
300,0,Fe60,9.0174e-15,2.9825e-13,1.2724e-12,5.0822e-13,2.1342e-12,2.2684e-12,4.3648e-12,2.0316e-10,2.4647e-10
300,0,Fe61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Co54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Co55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Co56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Co57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Co58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Co59,3.2468e-05,3.7497e-05,5.1068e-05,6.5898e-05,7.9838e-05,0.00011106,0.0001833,0.00026664,0.00043138
300,0,Co60,1.6669e-20,5.6308000000000005e-19,2.3319e-18,9.3692e-19,3.9262e-18,4.1649e-18,8.0041e-18,3.7242e-16,4.5161e-16
300,0,Co61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ni56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ni57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ni58,0.00036839,0.00042176,0.00056587,0.00074226,0.00089776,0.001247,0.0020677,0.0029775,0.0048442
300,0,Ni59,2.3708e-07,5.4534e-07,1.8743e-06,4.4401e-06,6.1713e-06,1.1772e-05,1.8688e-05,2.3739e-05,2.6815e-05
300,0,Ni60,0.00014694,0.00016879,0.00022794,0.00029811,0.00036116,0.00050291,0.00083185,0.0012034,0.0019494
300,0,Ni61,6.6139e-06,7.7989e-06,1.1153e-05,1.5026e-05,1.8512e-05,2.6987e-05,4.4077e-05,6.3901e-05,9.8201e-05
300,0,Ni62,2.1079e-05,2.4369e-05,3.3344e-05,4.3262e-05,5.2549e-05,7.3467e-05,0.00012101,0.00017687,0.00028426
300,0,Ni63,5.543e-27,7.915100000000001e-19,1.9670000000000002e-25,2.9169e-25,3.7279e-26,2.3954000000000003e-25,3.6053000000000004e-27,3.6043e-27,4.7509e-27
300,0,Ni64,5.5358e-06,6.3676e-06,8.6157e-06,1.1266e-05,1.3652e-05,1.9039e-05,3.1491e-05,4.5618e-05,7.3738e-05
300,0,Ni65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cu57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cu58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cu59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cu60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cu61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cu62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Cu63,3.8261e-06,4.4741e-06,6.2094e-06,8.0374e-06,9.7882e-06,1.3819e-05,2.2699e-05,3.3483e-05,5.3032e-05
300,0,Cu64,9.111400000000001e-33,3.9578e-24,4.4466e-32,2.1547e-32,4.2154999999999997e-32,4.3350999999999997e-32,1.0364e-32,1.2312999999999999e-32,1.4419e-32
300,0,Cu65,1.7592e-06,2.0483e-06,2.8428e-06,3.7357e-06,4.559e-06,6.4705e-06,1.063e-05,1.5434e-05,2.4429e-05
300,0,Cu66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Zn60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Zn61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Zn62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Zn63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Zn64,6.356e-06,7.3019e-06,9.848e-06,1.2839e-05,1.554e-05,2.16e-05,3.5757e-05,5.1758e-05,8.3985e-05
300,0,Zn65,3.1477999999999998e-28,4.4942e-20,1.65e-27,1.4321000000000001e-27,1.7089e-27,4.5831e-27,4.7310999999999995e-28,5.436e-28,6.642e-28
300,0,Zn66,3.7611e-06,4.3173e-06,5.8197e-06,7.6111e-06,9.215e-06,1.2821e-05,2.1226e-05,3.0685e-05,4.9773e-05
300,0,Zn67,5.6212e-07,6.4625e-07,8.7549e-07,1.1537e-06,1.3996e-06,1.9605e-06,3.2449e-06,4.671e-06,7.5302e-06
300,0,Zn68,2.607e-06,2.9959e-06,4.0522e-06,5.3171e-06,6.4459e-06,8.9987e-06,1.4882e-05,2.1502e-05,3.4749e-05
300,0,Zn69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Zn70,8.8607e-08,1.0149e-07,1.3636e-07,1.7897e-07,2.1656e-07,3.0116e-07,4.9913e-07,7.1865e-07,1.1679e-06
300,0,Zn71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga69,2.5696e-07,2.9639e-07,4.0298e-07,5.3149e-07,6.4534e-07,9.0649e-07,1.497e-06,2.1655e-06,3.4731e-06
300,0,Ga70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ga71,1.751e-07,2.0183e-07,2.7464e-07,3.6014e-07,4.3729e-07,6.1251e-07,1.011e-06,1.4667e-06,2.3582e-06
300,0,Ga72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ge64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ge65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ge66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ge67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ge68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ge69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ge70,3.6729e-07,4.2297e-07,5.7391e-07,7.5208e-07,9.1242e-07,1.2753e-06,2.1057e-06,3.0593e-06,4.9277e-06
300,0,Ge71,9.8484e-33,2.1945e-24,3.7879e-32,2.3637e-32,4.5645e-32,4.7509999999999996e-32,1.1941e-32,1.4184e-32,1.6601999999999998e-32
300,0,Ge72,4.9821e-07,5.7183e-07,7.7078e-07,1.0079e-06,1.2202e-06,1.6973e-06,2.8099e-06,4.0611e-06,6.5886e-06
300,0,Ge73,1.4177e-07,1.6265e-07,2.1918e-07,2.87e-07,3.4748e-07,4.8364e-07,8.0106e-07,1.1555e-06,1.8747e-06
300,0,Ge74,6.7528e-07,7.7541e-07,1.047e-06,1.3757e-06,1.6671e-06,2.3268e-06,3.8507e-06,5.5524e-06,8.9817e-06
300,0,Ge75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Ge76,1.4527e-07,1.6639e-07,2.2353e-07,2.9337e-07,3.5498e-07,4.9359e-07,8.181e-07,1.1779e-06,1.9144e-06
300,0,Ge77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,As71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,As72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,As73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,As74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,As75,8.415e-08,9.6518e-08,1.2999e-07,1.7011e-07,2.0596e-07,2.8636e-07,4.7394e-07,6.8508e-07,1.1121e-06
300,0,As76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,As77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Se74,8.0687e-09,9.2167e-09,1.229e-08,1.5862e-08,1.913e-08,2.6232e-08,4.3465e-08,6.3288e-08,1.0408e-07
300,0,Se75,7.2914e-33,8.224400000000001e-25,1.9225e-32,1.7549999999999998e-32,3.3056e-32,3.5162e-32,9.64e-33,1.1448999999999999e-32,1.3395e-32
300,0,Se76,8.8102e-08,1.0156e-07,1.3827e-07,1.8375e-07,2.2335e-07,3.1514e-07,5.2102e-07,7.4772e-07,1.1964e-06
300,0,Se77,7.2273e-08,8.2932e-08,1.1176e-07,1.4598e-07,1.768e-07,2.455e-07,4.0558e-07,5.8894e-07,9.5586e-07
300,0,Se78,2.2867e-07,2.6316e-07,3.5699e-07,4.6924e-07,5.694e-07,7.97e-07,1.317e-06,1.9047e-06,3.0679e-06
300,0,Se79,1.9968e-14,1.5168e-13,4.3687e-13,2.3892e-13,2.2376e-13,2.4044e-13,8.2205e-14,5.641e-14,1.6396e-13
300,0,Se80,4.8791e-07,5.5836e-07,7.4861e-07,9.8111e-07,1.1864e-06,1.6466e-06,2.7312e-06,3.9373e-06,6.4106e-06
300,0,Se81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Se82,8.8102e-08,1.0098e-07,1.3587e-07,1.784e-07,2.1598e-07,3.0066e-07,4.9809e-07,7.1753e-07,1.1645e-06
300,0,Se83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Br75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Br76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Br77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Br78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Br79,7.7798e-08,8.9044e-08,1.1922e-07,1.5379e-07,1.8581e-07,2.5513e-07,4.2126e-07,6.169e-07,1.011e-06
300,0,Br80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Br81,7.8058e-08,8.9465e-08,1.2045e-07,1.5928e-07,1.9275e-07,2.69e-07,4.4571e-07,6.3857e-07,1.0341e-06
300,0,Br82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Br83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Kr78,2.8133e-09,3.214e-09,4.2848e-09,5.534e-09,6.6733e-09,9.1537e-09,1.5169e-08,2.2078e-08,3.6292e-08
300,0,Kr79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,Kr80,1.8948e-08,2.201e-08,3.0684e-08,4.2531e-08,5.1969e-08,7.6167e-08,1.2737e-07,1.754e-07,2.7238e-07
300,0,Kr81,8.4961e-11,2.3263e-10,6.8633e-10,1.597e-09,2.2818e-09,4.752e-09,8.1598e-09,8.7912e-09,9.8156e-09
300,0,Kr82,9.6412e-08,1.1185e-07,1.5411e-07,2.0506e-07,2.5033e-07,3.5542e-07,5.8328e-07,8.4412e-07,1.337e-06
300,0,Kr83,9.5632e-08,1.0964e-07,1.4769e-07,1.9162e-07,2.3197e-07,3.2072e-07,5.2939e-07,7.7235e-07,1.2579e-06
300,0,Kr84,4.7811e-07,5.4837e-07,7.3886e-07,9.6842e-07,1.1726e-06,1.6327e-06,2.7048e-06,3.8961e-06,6.3218e-06
