vel,fe/h,isotope,13m,15m,20m,25m
300,0,Ti49,5.5857e-06,9.9107e-06,1.4656900000000002e-05,1.38296e-05
300,0,Ti50,1.0705e-05,2.0159099999999998e-05,3.79804e-05,2.64456e-05
300,0,Ti51,1.552e-13,1.9638e-13,6.4096e-13,1.4591e-12
300,0,V45,1.1289e-47,9.0154e-50,1.9699e-45,4.5167000000000004e-45
300,0,V46,5.1619e-52,1.1451999999999999e-50,1.1112999999999999e-43,4.3152e-47
300,0,V47,1.9127e-10,2.1568e-10,2.109e-10,3.0879e-10
300,0,V48,5.2754e-07,7.0064e-07,2.4478e-07,2.5495e-07
300,0,V49,8.6983e-06,3.4245e-05,7.0628e-06,7.9371e-06
300,0,V50,6.680450000000001e-07,1.4545654e-06,1.3103441e-06,1.138717e-06
300,0,V51,1.9453000000000002e-06,7.1917999999999995e-06,1.30026e-05,5.0802999999999995e-06
300,0,V52,5.0054e-14,7.1948e-14,5.3682e-13,6.9891e-13
300,0,Cr48,7.6866e-05,9.0941e-05,8.5312e-05,0.00011188
300,0,Cr49,9.8941e-09,6.6224e-08,9.7395e-09,9.4539e-09
300,0,Cr50,9.90547e-05,0.0026079092,0.0001373023,0.000107807
300,0,Cr51,1.3933e-05,0.0001576899999999999,1.8864e-05,1.4674e-05
300,0,Cr52,4.296000000000001e-05,0.0006282200000000001,0.00011525000000000001,8.357000000000001e-05
300,0,Cr53,3.1069999999999992e-06,1.365e-05,3.7669999999999997e-06,5.365e-06
300,0,Cr54,1.3559500000000001e-05,2.37506e-05,2.1132900000000002e-05,3.0280699999999996e-05
300,0,Cr55,1.8797e-13,7.934e-14,2.0186e-13,1.7363e-12
300,0,Mn50,3.0987e-60,1.4732999999999998e-59,2.6278999999999998e-52,3.7286e-56
300,0,Mn51,2.7045e-08,3.6483e-07,2.8783e-08,2.2664e-08
300,0,Mn52,0.00016366,0.00053569,0.0001648,0.00018383
300,0,Mn53,9.3914e-05,0.0011273,0.00010355,8.6427e-05
300,0,Mn54,8.4532e-07,6.9416e-06,1.2961e-06,1.0118e-06
300,0,Mn55,1.3574000000000003e-05,4.266099999999999e-05,1.3950000000000014e-05,1.8400000000000014e-05
300,0,Mn56,6.533e-08,5.6063e-07,7.2348e-08,6.4209e-08
300,0,Mn57,4.5758e-18,7.018200000000001e-19,9.9034e-17,8.4331e-17
300,0,Fe52,0.00049211,0.0015685,0.00049691,0.0005544
300,0,Fe53,3.0454e-17,5.9631e-13,3.1089e-13,6.0218e-13
300,0,Fe54,0.007239720000000001,0.18455807,0.005727360000000001,0.004805500000000001
300,0,Fe55,0.0003893999999997897,0.003058799999974211,0.00018857999997148398,0.000149709999901066
300,0,Fe56,0.0019219999999999984,0.006305,0.0017279999999999986,0.0021979999999999986
300,0,Fe57,0.00028568,0.00035925,0.00024063999999999997,0.00047553
300,0,Fe58,0.000673971,0.00075986,0.000731807,0.001424124
300,0,Fe59,0.00012291,4.4002e-05,9.6321e-05,3.6048e-05
300,0,Fe60,7.08549999909826e-05,1.774799970175e-05,0.00016230999872760002,1.653299949178e-05
300,0,Fe61,2.0368e-15,4.7415e-15,1.8099e-13,4.238e-13
300,0,Co54,3.0987e-60,3.9361e-60,5.079699999999999e-60,6.7282e-60
300,0,Co55,0.00032977,0.0053905,0.00034375,0.00027065
300,0,Co56,5.4815e-06,8.2475e-05,3.0121e-06,2.8793e-06
300,0,Co57,0.0001791,0.00048265,0.00014363,0.00014205
300,0,Co58,6.588e-06,1.8523e-05,5.2399e-07,2.9164e-06
300,0,Co59,0.000157082,0.000288533,0.00020263199999999998,0.000599952
300,0,Co60,3.171999999999999e-05,2.233899999999944e-05,4.169099999999767e-05,3.9759999999999064e-05
